Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Protein Import Into Nucleus (GO:0006606),1/79,0.8762324554017296,0.9104420632435006,0,0,0.4783284023668639,0.0631985963989267,PRICKLE1
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),1/80,0.8794693388070745,0.912590691841457,0,0,0.4722492697176241,0.0606540799222771,SNCA
GO_Biological_Process_2023,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),1/80,0.8794693388070745,0.912590691841457,0,0,0.4722492697176241,0.0606540799222771,PKIG
GO_Biological_Process_2023,Positive Regulation Of Immune Response (GO:0050778),1/80,0.8794693388070745,0.912590691841457,0,0,0.4722492697176241,0.0606540799222771,NRG1
GO_Biological_Process_2023,Cytoskeleton-Dependent Cytokinesis (GO:0061640),1/81,0.8826217248808733,0.9146460529517724,0,0,0.4663221153846154,0.0582243114650844,SEPTIN4
GO_Biological_Process_2023,Macromolecule Modification (GO:0043412),1/81,0.8826217248808733,0.9146460529517724,0,0,0.4663221153846154,0.0582243114650844,LOXL2
GO_Biological_Process_2023,Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),1/81,0.8826217248808733,0.9146460529517724,0,0,0.4663221153846154,0.0582243114650844,PTGIS
GO_Biological_Process_2023,Sodium Ion Transmembrane Transport (GO:0035725),1/82,0.885691815306199,0.91742159727869,0,0,0.4605413105413105,0.0559033721294891,SCN1B
GO_Biological_Process_2023,Epigenetic Regulation Of Gene Expression (GO:0040029),1/83,0.8886817545070794,0.9197051122649492,0,0,0.4549015009380863,0.0536856960167294,DIRAS3
GO_Biological_Process_2023,Regulation Of NIK/NF-kappaB Signaling (GO:1901222),1/83,0.8886817545070794,0.9197051122649492,0,0,0.4549015009380863,0.0536856960167294,PTP4A3
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),5/297,0.88925978417968,0.9198968262141388,0,0,0.636714187108421,0.0747285116345346,AKAP12;NTRK2;VWF;KDR;TEK
GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),1/84,0.8915936310459964,0.9219038781058382,0,0,0.4493975903614458,0.051566045965962,IL6
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),1/85,0.8944294791973285,0.9236128043563244,0,0,0.4440247252747252,0.0495394910953368,PPARGC1A
GO_Biological_Process_2023,Establishment Of Protein Localization To Organelle (GO:0072594),1/85,0.8944294791973285,0.9236128043563244,0,0,0.4440247252747252,0.0495394910953368,PRICKLE1
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle (GO:0045786),1/85,0.8944294791973285,0.9236128043563244,0,0,0.4440247252747252,0.0495394910953368,GAS1
GO_Biological_Process_2023,Exocytosis (GO:0006887),1/86,0.8971912802414252,0.9260564029640448,0,0,0.4387782805429864,0.0476013862102312,RAB3IL1
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),1/87,0.8998809640893061,0.928423444007557,0,0,0.4336538461538461,0.0457473526194516,IL1R1
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),2/148,0.9011299221045,0.9293026321306644,0,0,0.5102805711721699,0.0531231844843689,BPIFA1;IL6
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),1/88,0.9025004104283412,0.9303063209609044,0,0,0.4286472148541114,0.0439732606247338,TWIST1
GO_Biological_Process_2023,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),2/149,0.9032005211887872,0.9306183988667572,0,0,0.5067830600448272,0.0515959325673306,SFRP4;PTGIS
GO_Biological_Process_2023,Organic Anion Transport (GO:0015711),1/89,0.9050514497877832,0.93170571226505,0,0,0.4237543706293706,0.0422752133505048,SLCO2A1
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),1/89,0.9050514497877832,0.93170571226505,0,0,0.4237543706293706,0.0422752133505048,EYA4
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),8/452,0.9057353920508514,0.9320001266182312,0,0,0.6685633001422475,0.0661931669348745,ACVRL1;PTP4A3;SOX17;ZNF727;FZD7;RORB;WTIP;PPARGC1A
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),5/308,0.9064106317794708,0.9322853314130526,0,0,0.6132473712487528,0.060259428112853,SFRP1;CSF3;IL6;CXCL12;PTGIS
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),9/500,0.9071809515388184,0.9326680370956596,0,0,0.6797829684317719,0.0662199316122312,ACVRL1;PDGFRB;NTRK2;PDGFRA;KDR;ERG;FAM20A;TEK;DDR2
GO_Biological_Process_2023,Lymphocyte Differentiation (GO:0030098),1/91,0.9099553939448124,0.934699795008224,0,0,0.4142948717948718,0.0390927391163092,CD79A
GO_Biological_Process_2023,Regulation Of RNA Metabolic Process (GO:0051252),1/91,0.9099553939448124,0.934699795008224,0,0,0.4142948717948718,0.0390927391163092,PDE3A
GO_Biological_Process_2023,B Cell Activation (GO:0042113),1/92,0.91231172696828,0.9362988889394004,0,0,0.4097210481825866,0.037601551587611,CD79A
GO_Biological_Process_2023,Positive Regulation Of Protein Catabolic Process (GO:0045732),1/92,0.91231172696828,0.9362988889394004,0,0,0.4097210481825866,0.037601551587611,ECSCR
GO_Biological_Process_2023,Protein O-linked Glycosylation (GO:0006493),1/93,0.9146065118325248,0.9382428605833432,0,0,0.4052466555183946,0.036172862709277,GXYLT2
